step,type,branch,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,Acct type,Date of transaction,Time of day,isFraud
-1.2960534637436454,3,7,-0.35252766999242946,-0.36174506998959605,-0.3681866723268959,0.0,0.0,-1.6380989052555435,0,0,5,0,0.0
-1.2960534637436454,3,25,-0.35465518421003106,-0.41512697710023516,-0.4174466378253932,0.0,0.0,1.4607573899774176,0,0,8,1,0.0
-1.2960534637436454,3,25,-0.35089575142714796,-0.4165181968435651,-0.4174466378253932,0.0,0.0,0.2556466084979327,0,1,9,1,0.0
-1.2960534637436454,3,54,-0.3719851605784774,-0.4165181968435651,-0.4174466378253932,0.0,0.0,-0.7773054899130543,0,1,10,2,0.0
-1.2960534637436454,3,54,-0.3657889415164159,-0.4165181968435651,-0.4174466378253932,0.0,0.0,-0.9494641729815521,0,0,10,0,0.0
-1.2960534637436454,3,25,-0.36792118026246745,-0.4165181968435651,-0.4174466378253932,0.0,0.0,0.5999639746349283,0,1,12,0,0.0
-1.2960534637436454,3,25,-0.36894234279446203,-0.4165181968435651,-0.4174466378253932,0.0,0.0,1.2885987069089198,0,1,13,1,0.0
-1.2960534637436454,3,109,-0.2981391937600536,-0.4165181968435651,-0.4174466378253932,0.0,0.0,0.944281340771924,0,1,0,2,0.0
-1.2960534637436454,3,54,-0.3557572173813519,-0.4163992413514878,-0.4174466378253932,0.0,0.0,1.1164400238404217,0,1,1,2,0.0
-1.2960534637436454,3,7,-0.37720952937424035,-0.2752380971799989,-0.28041823196888166,0.0,0.0,-1.2937815391185479,0,0,2,0,0.0
-1.2960534637436454,3,7,-0.3601491095000887,-0.27655056650685444,-0.28383073615608745,0.0,0.0,-0.9494641729815521,0,1,3,0,0.0
-1.2960534637436454,3,7,-0.3753500952357927,-0.30666867715780144,-0.3114206798030128,0.0,0.0,1.1164400238404217,0,1,4,0,0.0
-1.2960534637436454,3,109,-0.38129406877108313,-0.41637855343982216,-0.4174466378253932,0.0,0.0,-1.1216228560500499,0,0,5,0,0.0
-1.2960534637436454,2,109,-0.3662575925924202,-0.4011884542993413,-0.40508952496687645,209699.0,16997.22,0.944281340771924,0,1,7,1,0.0
-1.2960534637436454,1,55,0.02003210771817284,-0.4038960270547622,-0.4174466378253932,288800.0,2415.16,-0.4329881237760586,0,1,8,0,0.0
-1.2960534637436454,3,55,-0.35863607926400387,-0.416048957392604,-0.4174466378253932,0.0,0.0,0.2556466084979327,0,1,9,0,0.0
-1.2960534637436454,3,7,-0.3687383760427884,-0.4165181968435651,-0.4174466378253932,0.0,0.0,-0.6051468068445565,0,1,11,0,0.0
-1.2960534637436454,3,54,-0.3680186236617469,-0.3450419322186615,-0.3499024246724236,0.0,0.0,-1.4659402221870457,0,1,10,2,0.0
-1.2960534637436454,3,54,-0.33629599884707395,-0.40908089259977504,-0.4165527136754735,0.0,0.0,-0.4329881237760586,0,1,10,2,0.0
-1.2960534637436454,1,25,-0.17729376556340454,-0.41560509824781816,-0.4174466378253932,70253.0,64106.18,0.5999639746349283,0,1,12,0,0.0
-1.2960534637436454,3,124,-0.3793775711874514,-0.4162426714745639,-0.4174466378253932,0.0,0.0,0.5999639746349283,0,0,0,1,0.0
-1.2960534637436454,3,7,-0.377763000500072,-0.4056791416702124,-0.40805108082607744,0.0,0.0,1.2885987069089198,0,1,1,1,0.0
-1.2960534637436454,1,124,-0.30165442747868176,-0.40692110753447114,-0.4174466378253932,25742.0,0.0,1.2885987069089198,0,0,2,1,0.0
-1.2960534637436454,3,80,-0.37891028579545216,-0.32081638765822146,-0.3248273095659811,0.0,0.0,1.6329160730459154,0,1,3,1,0.0
-1.2960534637436454,3,54,-0.35368547474568635,-0.3943088914522582,-0.39992228691909815,0.0,0.0,-0.9494641729815521,0,1,5,1,0.0
-1.2960534637436454,3,40,-0.3765468035280044,-0.3986179530640995,-0.4012898432942575,0.0,0.0,0.08348792542943487,0,1,7,1,0.0
-1.2960534637436454,3,40,-0.37919892495543905,-0.4157532142917478,-0.4174466378253932,0.0,0.0,-1.4659402221870457,0,1,9,1,0.0
-1.2960534637436454,4,40,-0.156413933541283,-0.3793203913091607,-0.4098501099673097,517.0,8383.29,-1.4659402221870457,0,1,11,1,0.0
-1.2960534637436454,2,86,-0.3671045381378242,-0.4124995700025186,-0.41605749308212675,10206.0,0.0,1.4607573899774176,0,1,10,2,0.0
-1.2960534637436454,1,101,-0.08137694262893883,-0.41509925529860325,-0.4174466378253932,132372.0,49864.36,0.5999639746349283,0,1,10,2,0.0
-1.2960534637436454,2,107,-0.37086537351509086,-0.4116960327062335,-0.4148018187699119,10697.0,0.0,0.7721226577034261,0,0,12,0,0.0
-1.2960534637436454,2,76,-0.35529834755565404,-0.0014575654558690232,-0.015119429936482144,12636.0,0.0,0.2556466084979327,0,1,13,0,0.0
-1.2960534637436454,3,2,-0.37791806100021325,-0.005561172595880178,-0.01631598250030323,0.0,0.0,0.42780529156643055,0,1,0,1,0.0
-1.2960534637436454,2,44,-0.3695208391569268,-0.41644625933254603,-0.4174466378253932,253104.0,0.0,0.944281340771924,0,0,1,2,0.0
-1.2960534637436454,3,44,-0.3637396034805089,-0.4154875626987688,-0.4174466378253932,0.0,0.0,-0.7773054899130543,0,1,2,2,0.0
-1.2960534637436454,3,90,-0.369389253657521,-0.3969817555340619,-0.4005806170697738,0.0,0.0,0.42780529156643055,0,0,3,0,0.0
-1.2960534637436454,3,99,-0.3637253560744021,-0.41086710570017704,-0.4148807244854963,0.0,0.0,-1.4659402221870457,0,0,4,0,0.0
-1.2960534637436454,2,99,-0.36850517627133095,-0.4142697969893608,-0.4174466378253932,52752.0,24044.18,0.42780529156643055,0,0,5,0,0.0
-1.2960534637436454,1,99,0.11769036231097388,-0.340313343267232,-0.4058455137140892,217806.0,0.0,-0.4329881237760586,0,1,9,0,0.0
-1.2960534637436454,1,2,-0.03962015759421991,-0.40466823156847004,-0.4174466378253932,99773.0,965870.05,-0.08867075763906296,0,1,11,2,0.0
-1.2960534637436454,3,44,-0.37644688713336444,-0.4108619337222606,-0.41328916922820624,0.0,0.0,0.42780529156643055,0,1,10,2,0.0
-1.2960534637436454,3,48,-0.3747636262315687,-0.41227155160157863,-0.4148791042071224,0.0,0.0,-0.2608294407075608,0,1,10,0,0.0
-1.2960534637436454,3,35,-0.37158150867903794,-0.4113466891069709,-0.41437050250800017,0.0,0.0,1.2885987069089198,0,1,12,1,0.0
-1.2960534637436454,3,92,-0.37964406412032936,-0.4164128765659947,-0.4174466378253932,0.0,0.0,0.7721226577034261,0,0,13,0,0.0
-1.2960534637436454,3,102,-0.339578697181058,-0.4055394982664695,-0.41267630353633505,0.0,0.0,1.6329160730459154,0,1,0,0,0.0
-1.2960534637436454,4,129,-0.22985971803584776,-0.4116455400963751,-0.4174466378253932,57901.66,24044.18,1.4607573899774176,0,0,1,2,0.0
-1.2960534637436454,4,102,-0.3239107951571398,-0.4165181968435651,-0.4174466378253932,24672.0,0.0,-1.4659402221870457,0,0,3,0,0.0
-1.2960534637436454,4,26,-0.09678436811167697,-0.4165181968435651,-0.4174466378253932,103772.0,277515.05,-1.1216228560500499,0,1,4,1,0.0
-1.2960534637436454,4,35,0.4415188436834295,-0.4165181968435651,-0.4174466378253932,354678.92,0.0,0.944281340771924,0,1,5,1,0.0
-1.2960534637436454,4,51,0.07708750643976779,-0.4165181968435651,-0.4174466378253932,348512.0,3420103.09,1.2885987069089198,0,1,7,2,0.0
-1.2960534637436454,4,18,1.0145509568024944,-0.4165181968435651,-0.4174466378253932,900180.0,19200000.0,0.5999639746349283,0,0,8,1,0.0
-1.2960534637436454,4,102,5.169809826851587,-0.4165181968435651,-0.4174466378253932,29031.0,5515763.34,1.2885987069089198,0,0,9,1,0.0
-1.2960534637436454,4,78,1.6574218245861292,-0.4165181968435651,-0.4174466378253932,579285.56,0.0,0.42780529156643055,0,1,11,2,0.0
-1.2960534637436454,4,78,0.15707440057323777,-0.4165181968435651,-0.4174466378253932,223220.0,16518.36,-1.1216228560500499,0,1,10,2,0.0
-1.2960534637436454,4,78,2.423239834429433,-0.4165181968435651,-0.4174466378253932,1280036.23,19200000.0,-0.6051468068445565,0,1,10,0,0.0
-1.2960534637436454,4,78,4.887170301250776,-0.4165181968435651,-0.4174466378253932,2041543.62,19200000.0,-1.4659402221870457,0,1,12,1,0.0
-1.2960534637436454,4,18,0.9699343187300589,-0.4165181968435651,-0.4174466378253932,370763.1,16518.36,-1.1216228560500499,0,1,0,2,0.0
-1.2960534637436454,4,6,1.767493999143349,-0.4165181968435651,-0.4174466378253932,667778.0,2107778.11,-0.2608294407075608,0,1,2,0,0.0
-1.2960534637436454,4,18,5.979110624849725,-0.4165181968435651,-0.4174466378253932,3470595.1,19200000.0,-0.6051468068445565,0,0,3,0,0.0
-1.2960534637436454,4,18,2.2351348749980815,-0.4165181968435651,-0.4174466378253932,738531.5,16518.36,0.08348792542943487,0,1,4,0,0.0
-1.2960534637436454,4,18,1.7580663502630607,-0.4165181968435651,-0.4174466378253932,5195482.15,19200000.0,0.42780529156643055,0,1,5,0,0.0
-1.2960534637436454,4,31,-0.34323293538517347,-0.4165181968435651,-0.4174466378253932,40255.0,0.0,0.7721226577034261,0,1,7,0,0.0
-1.2960534637436454,3,31,-0.3769006633268272,-0.4092572100287434,-0.41166155357096934,0.0,0.0,-0.6051468068445565,0,1,8,2,0.0
-1.2960534637436454,3,78,-0.38429510400661954,-0.4071761941871063,-0.408702082899562,0.0,0.0,0.944281340771924,0,0,11,0,0.0
-1.2960534637436454,3,92,-0.38369121330373646,-0.3828363959326948,-0.3849487144797072,0.0,0.0,-0.08867075763906296,0,1,10,1,0.0
-1.2960534637436454,3,78,-0.38358723676745987,-0.37745377746114916,-0.3796920941436767,0.0,0.0,-0.6051468068445565,0,0,10,0,0.0
-1.2960534637436454,3,18,-0.3837482767489206,-0.3204900828696774,-0.32390451500139883,0.0,0.0,0.944281340771924,0,0,12,0,0.0
-1.2960534637436454,3,92,-0.3725294410200588,-0.40415058710600954,-0.4072072978475415,0.0,0.0,-0.6051468068445565,0,0,13,2,0.0
-1.2960534637436454,3,18,-0.3805867551876011,-0.41643262411803916,-0.4174466378253932,0.0,0.0,0.2556466084979327,0,0,0,1,0.0
-1.2960534637436454,1,31,-0.28267031249708807,-0.4165181968435651,-0.4174466378253932,51744.0,0.0,-1.2937815391185479,0,0,1,0,0.0
-1.2960534637436454,1,51,-0.10918968795790171,-0.4165181968435651,-0.4174466378253932,104209.0,46462.23,1.2885987069089198,0,0,2,1,0.0
-1.2960534637436454,1,95,-0.20258483074260467,-0.4165181968435651,-0.4174466378253932,67684.0,9940339.29,0.2556466084979327,0,0,3,1,0.0
-1.2960534637436454,1,31,-0.3353885941016625,-0.4165181968435651,-0.4174466378253932,52679.0,10963.66,-0.9494641729815521,0,0,4,2,0.0
-1.2960534637436454,1,78,-0.09853067193997622,-0.4165181968435651,-0.4174466378253932,121112.0,95508.95,1.1164400238404217,0,1,5,1,0.0
-1.2960534637436454,1,84,0.2626631821833822,-0.4165181968435651,-0.4174466378253932,259813.0,46820.71,-0.08867075763906296,0,1,7,1,0.0
-1.2960534637436454,1,78,0.3958301067566486,-0.4165181968435651,-0.4174466378253932,429747.0,1178808.14,-0.9494641729815521,0,0,8,2,0.0
-1.2960534637436454,1,6,-0.07221091451156447,-0.4165181968435651,-0.4174466378253932,5776776.41,19200000.0,-0.7773054899130543,0,0,9,2,0.0
-1.2960534637436454,1,18,-0.3445177118405218,-0.4165181968435651,-0.4174466378253932,260976.0,971418.91,-0.4329881237760586,0,1,11,1,0.0
-1.2960534637436454,3,78,-0.37383440745245483,-0.3968160359580241,-0.3998640259435905,0.0,0.0,1.1164400238404217,0,1,10,0,0.0
-1.2960534637436454,1,48,1.1619900912568932,-0.3985584424054741,-0.4174466378253932,499962.0,1517262.16,0.7721226577034261,0,0,12,0,0.0
-1.2960534637436454,1,31,0.8505222681726593,-0.34858755817026227,-0.4174466378253932,295.0,52415.15,1.4607573899774176,0,0,13,2,0.0
-1.2960534637436454,3,6,-0.3750655162174425,-0.397053693045081,-0.399943161812353,0.0,0.0,0.7721226577034261,0,0,0,2,0.0
-1.2960534637436454,3,48,-0.385071403087546,-0.40989900547018815,-0.41127090537563027,0.0,0.0,0.7721226577034261,0,1,1,0,0.0
-1.2960534637436454,2,48,-0.3843211996442296,-0.3836827195917428,-0.3856987008320348,12040.0,43691.09,-1.4659402221870457,0,1,2,1,0.0
-1.2960534637436454,3,33,-0.3830708236616572,-0.40244054313492184,-0.4042185562949417,0.0,0.0,-1.4659402221870457,0,0,3,1,0.0
-1.2960534637436454,4,84,0.8333239880347543,-0.36778076821804045,-0.4174466378253932,79676.0,1254956.07,1.1164400238404217,0,1,4,1,0.0
-1.2960534637436454,3,129,-0.3804428416217714,-0.4111346380123983,-0.41305781465050306,0.0,0.0,0.42780529156643055,0,1,5,1,0.0
-1.2960534637436454,3,92,-0.3874805434932167,-0.3782864659056903,-0.3800217655560064,0.0,0.0,1.4607573899774176,0,1,7,1,0.0
-1.2960534637436454,2,92,-0.3762226196735076,-0.4079900754392242,-0.4105055862185768,11054.0,8917.54,-0.08867075763906296,0,0,8,0,0.0
-1.2960534637436454,3,48,-0.3684855768603395,-0.4120627729584877,-0.4154576402509461,0.0,0.0,0.2556466084979327,0,1,9,1,0.0
-1.2960534637436454,3,18,-0.3682704631743544,-0.3994130553345827,-0.40310038469745896,0.0,0.0,0.944281340771924,0,0,11,1,0.0
-1.2960534637436454,3,18,-0.36760792188001107,-0.3926532801978417,-0.3965651852049278,0.0,0.0,0.944281340771924,0,1,10,2,0.0
-1.2960534637436454,3,84,-0.3874200473828307,-0.3875254991836316,-0.38907432987704327,0.0,0.0,0.944281340771924,0,0,10,1,0.0
-1.2960534637436454,3,78,-0.32420818207683477,-0.38753731010047343,-0.39696899355899135,0.0,0.0,-1.2937815391185479,0,1,12,1,0.0
-1.2960534637436454,4,35,2.1205557217619155,-0.41638184469849626,-0.4174466378253932,171866.0,3940085.21,-1.6380989052555435,0,0,13,2,0.0
-1.2960534637436454,4,6,0.2682108489845576,-0.40536553173655404,-0.4174466378253932,55.0,4894.45,0.2556466084979327,0,1,0,2,0.0
-1.2960534637436454,3,35,-0.3674214875581321,-0.30508699227500274,-0.31086097949528585,0.0,0.0,-0.9494641729815521,0,1,1,0,0.0
-1.2960534637436454,3,51,-0.3866089418149647,-0.2952219192810693,-0.2988102143260288,0.0,0.0,-0.9494641729815521,0,1,2,0,0.0
-1.2960534637436454,3,78,-0.3569451779138556,-0.2953370522112866,-0.3026222736365667,0.0,0.0,0.5999639746349283,0,1,3,1,0.0
-1.2960534637436454,3,3,-0.38317361906582137,-0.40687527910833365,-0.4085473463148528,0.0,0.0,-0.7773054899130543,0,0,4,2,0.0
-1.2960534637436454,3,114,-0.38346096636256016,-0.4048267056736268,-0.40650595667093997,0.0,0.0,1.2885987069089198,0,1,5,2,0.0
-1.2960534637436454,4,111,0.2952805145732575,-0.39790471850223486,-0.4174466378253932,52340.0,97263.78,-0.08867075763906296,0,1,7,0,0.0
-1.2960534637436454,3,76,-0.38117049282381504,-0.3611258431790592,-0.3640084255007888,0.0,0.0,-0.7773054899130543,0,0,8,0,0.0
-1.2960534637436454,3,114,-0.3739617851687099,-0.369456018883145,-0.3730626653369623,0.0,0.0,-0.9494641729815521,0,1,9,0,0.0
-1.2960534637436454,2,29,-0.37429789107546707,-0.4153121856294216,-0.4174466378253932,21185.0,18910.85,-0.4329881237760586,0,1,11,0,0.0
-1.2960534637436454,3,34,-0.3559510706893125,-0.39768279363164005,-0.4029427988164047,0.0,0.0,0.2556466084979327,0,1,10,0,0.0
-1.2960534637436454,3,76,-0.3515120440172121,-0.3879176291456572,-0.3939362835432448,0.0,0.0,-0.08867075763906296,0,1,10,0,0.0
-1.2960534637436454,3,60,-0.3763400684979422,-0.40187726772184434,-0.4045064963330159,0.0,0.0,-1.6380989052555435,0,1,12,2,0.0
-1.2960534637436454,1,2,1.336855334825311,-0.4033004926048806,-0.4174466378253932,975121.0,22190.99,1.4607573899774176,0,1,13,2,0.0
-1.2960534637436454,2,44,-0.37320634045164447,-0.2946767410889011,-0.2999479121191427,608925.82,2415.16,1.1164400238404217,0,1,0,0,0.0
-1.2960534637436454,3,2,-0.37958113192496135,-0.40184247441586124,-0.40406824325431584,0.0,0.0,-1.1216228560500499,0,0,1,1,0.0
-1.2960534637436454,3,2,-0.38578916230814764,-0.37888970660266735,-0.3808232693957229,0.0,0.0,1.4607573899774176,0,0,2,0,0.0
-1.2960534637436454,1,60,0.18142277468516607,-0.37910926646881493,-0.4174466378253932,410433.04,1254956.07,1.2885987069089198,0,1,3,0,0.0
-1.2960534637436454,1,2,-0.08231586883760211,-0.4165181968435651,-0.4174466378253932,833216.44,3420103.09,1.6329160730459154,0,0,4,2,0.0
-1.2960534637436454,1,99,-0.07799255620214612,-0.4165181968435651,-0.4174466378253932,215457.59,16997.22,-0.6051468068445565,0,1,5,1,0.0
-1.2960534637436454,1,44,-0.021694853730705985,-0.4165181968435651,-0.4174466378253932,299314.82,16997.22,-0.08867075763906296,0,1,7,0,0.0
-1.2960534637436454,1,2,0.30539347845143294,-0.4165181968435651,-0.4174466378253932,190573.0,1567434.81,-0.2608294407075608,0,1,8,1,0.0
-1.2960534637436454,1,99,0.6509235276028883,-0.4165181968435651,-0.4174466378253932,612801.81,2415.16,-0.08867075763906296,0,1,9,1,0.0
-1.2960534637436454,1,60,0.3006720504733147,-0.4165181968435651,-0.4174466378253932,5862200.03,19200000.0,-0.08867075763906296,0,1,11,2,0.0
-1.2960534637436454,1,99,-0.08842848589232725,-0.4165181968435651,-0.4174466378253932,105343.0,8496.61,-0.7773054899130543,0,1,10,1,0.0
-1.2960534637436454,1,60,0.12574431763407132,-0.4165181968435651,-0.4174466378253932,182538.03,277515.05,-1.2937815391185479,0,1,10,1,0.0
-1.2960534637436454,1,39,0.1835505841857959,-0.4165181968435651,-0.4174466378253932,187433.0,3461666.05,-0.9494641729815521,0,1,12,2,0.0
-1.2960534637436454,1,44,-0.1895556516787202,-0.4165181968435651,-0.4174466378253932,83244.0,0.0,-0.08867075763906296,0,1,13,2,0.0
-1.2960534637436454,1,39,0.6815798115822645,-0.4165181968435651,-0.4174466378253932,871442.79,1412484.09,1.4607573899774176,0,0,0,0,0.0
-1.2960534637436454,1,44,0.598543640348539,-0.4165181968435651,-0.4174466378253932,641975.35,1178808.14,-1.6380989052555435,0,1,1,1,0.0
-1.2960534637436454,1,99,-0.21066192887303095,-0.4165181968435651,-0.4174466378253932,51304.0,0.0,0.7721226577034261,0,1,2,2,0.0
-1.2960534637436454,1,44,0.3270920195793945,-0.4165181968435651,-0.4174466378253932,249452.05,0.0,0.42780529156643055,0,0,3,2,0.0
-1.2960534637436454,1,44,0.8839183726388216,-0.4165181968435651,-0.4174466378253932,1133312.56,0.0,-0.9494641729815521,0,1,4,0,0.0
-1.2960534637436454,1,99,0.237785476333171,-0.4165181968435651,-0.4174466378253932,909124.16,1178808.14,-1.2937815391185479,0,0,5,0,0.0
-1.2960534637436454,1,60,-0.292307095582042,-0.4165181968435651,-0.4174466378253932,215312.31,49864.36,0.08348792542943487,0,0,7,0,0.0
-1.2960534637436454,1,2,0.035895339465192064,-0.4165181968435651,-0.4174466378253932,145400.0,0.0,-1.1216228560500499,0,0,8,0,0.0
-1.2960534637436454,1,99,-0.05886736975386822,-0.4165181968435651,-0.4174466378253932,189808.0,1186556.81,1.1164400238404217,0,1,9,0,0.0
-1.2960534637436454,1,60,-0.3825609436928517,-0.4165181968435651,-0.4174466378253932,80341.0,557537.26,-0.08867075763906296,0,1,11,0,0.0
-1.2960534637436454,1,2,-0.22347167573664403,-0.4165181968435651,-0.4174466378253932,6048647.54,19200000.0,-0.4329881237760586,0,1,10,2,0.0
-1.2960534637436454,1,99,-0.2593243504448687,-0.4165181968435651,-0.4174466378253932,44853.0,96.88,0.5999639746349283,0,1,10,2,0.0
-1.2960534637436454,1,99,0.003660989162787845,-0.4165181968435651,-0.4174466378253932,435962.9,46820.71,0.944281340771924,0,1,12,0,0.0
-1.2960534637436454,1,44,-0.17419067313127426,-0.4165181968435651,-0.4174466378253932,99217.58,0.0,1.2885987069089198,0,1,13,1,0.0
-1.2960534637436454,1,39,-0.32875590981366165,-0.4165181968435651,-0.4174466378253932,24553.0,0.0,0.2556466084979327,0,1,0,0,0.0
-1.2960534637436454,1,115,-0.3167848036602867,-0.4165181968435651,-0.4174466378253932,60169.0,215851.28,0.08348792542943487,0,0,1,0,0.0
-1.2960534637436454,1,99,0.4270676184664996,-0.4165181968435651,-0.4174466378253932,6093090.62,19200000.0,-0.4329881237760586,0,1,2,2,0.0
-1.2960534637436454,1,2,-0.352313036141365,-0.4165181968435651,-0.4174466378253932,49161.0,130747.56,1.1164400238404217,0,0,3,1,0.0
-1.2960534637436454,1,99,-0.2775786734224649,-0.4165181968435651,-0.4174466378253932,63553.0,0.0,-0.6051468068445565,0,1,4,0,0.0
-1.2960534637436454,1,90,0.31542881980359133,-0.4165181968435651,-0.4174466378253932,203679.0,2107965.39,-0.9494641729815521,0,0,5,1,0.0
-1.2960534637436454,1,8,-0.17609340314371988,-0.4165181968435651,-0.4174466378253932,127206.9,64106.18,0.08348792542943487,0,1,7,1,0.0
-1.2960534637436454,1,8,0.02620389210965744,-0.4165181968435651,-0.4174466378253932,292728.0,55974.56,1.2885987069089198,0,1,8,2,0.0
-1.2960534637436454,1,40,-0.09107854033856505,-0.4165181968435651,-0.4174466378253932,87408.0,63112.23,0.08348792542943487,0,1,9,1,0.0
-1.2960534637436454,1,40,0.17289717854540462,-0.4165181968435651,-0.4174466378253932,1161088.31,1412484.09,-0.2608294407075608,0,0,11,1,0.0
-1.2960534637436454,1,40,-0.2915290986237039,-0.4165181968435651,-0.4174466378253932,52251.58,0.0,-0.6051468068445565,0,0,10,2,0.0
-1.2960534637436454,1,40,-0.375900170606801,-0.4165181968435651,-0.4174466378253932,9471.0,593737.38,-0.4329881237760586,0,1,10,2,0.0
-1.2960534637436454,1,40,0.7078128665315446,-0.4165181968435651,-0.4174466378253932,404814.81,55974.56,1.1164400238404217,0,1,12,1,0.0
-1.2960534637436454,1,40,0.32006679341588723,-0.4165181968435651,-0.4174466378253932,272624.5,971418.91,0.944281340771924,0,1,13,1,0.0
-1.2960534637436454,1,40,0.9615986633981353,-0.4165181968435651,-0.4174466378253932,564572.76,1254956.07,0.944281340771924,0,1,0,1,0.0
-1.2960534637436454,1,40,0.35930259959803507,-0.4165181968435651,-0.4174466378253932,342149.2,3461666.05,-1.1216228560500499,0,1,1,0,0.0
-1.2960534637436454,1,40,-0.1841148035129671,-0.4165181968435651,-0.4174466378253932,317952.89,2719172.89,-1.4659402221870457,0,1,2,1,0.0
-1.2960534637436454,1,23,0.24553193129286038,-0.4165181968435651,-0.4174466378253932,443057.43,0.0,0.7721226577034261,0,0,3,1,0.0
-1.2960534637436454,1,40,0.2711132965990806,-0.4165181968435651,-0.4174466378253932,278846.75,1186556.81,0.2556466084979327,0,1,4,2,0.0
-1.2960534637436454,1,23,-0.059619935461409514,-0.4165181968435651,-0.4174466378253932,464326.57,971418.91,0.944281340771924,0,0,5,1,0.0
-1.2960534637436454,1,23,0.38897119875872965,-0.4165181968435651,-0.4174466378253932,1442298.03,22190.99,-1.6380989052555435,0,1,7,1,0.0
-1.2960534637436454,1,40,-0.2530221985964693,-0.4165181968435651,-0.4174466378253932,154606.0,1363368.51,1.6329160730459154,0,1,8,2,0.0
-1.2960534637436454,1,40,-0.08229508829449818,-0.4165181968435651,-0.4174466378253932,657983.89,6453430.91,0.5999639746349283,0,1,9,2,0.0
-1.2960534637436454,1,40,0.8628894226874995,-0.4165181968435651,-0.4174466378253932,544481.28,3461666.05,-0.2608294407075608,0,1,11,0,0.0
-1.2960534637436454,1,73,0.30540056524410775,-0.4165181968435651,-0.4174466378253932,394124.51,2107965.39,-1.6380989052555435,0,1,10,0,0.0
-1.2960534637436454,1,5,0.6127684573036583,-0.4165181968435651,-0.4174466378253932,851368.24,3940085.21,0.08348792542943487,0,0,10,1,0.0
